movie_id,Title,Year,Rating,Runtime,Critic.Score,Box.Office,availability
1243,Copying Beethoven,2006,PG-13,104,28,0.2,True
1244,300,2006,R,117,60,210.6,True
1245,Starter for 10,2006,PG-13,92,89,0.2,True
1246,Miss Potter,2006,PG,92,66,2.9,True
1247,The Ultimate Gift,2006,PG,114,32,3.2,True
1248,First Snow,2006,R,101,58,0.1,True
1249,The Namesake,2006,PG-13,122,87,13.5,True
1250,Seraphim Falls,2006,R,115,55,0.3,True
1251,Jesus Camp,2006,PG-13,87,87,0.8,True
1252,Blind Dating,2006,PG-13,95,25,0.0619,True
1253,The Ex,2006,PG-13,89,19,3.0,True
1254,Away from Her,2006,PG-13,110,94,15.8,True
1255,Bug,2006,R,102,61,7.0,True
1256,Hollywood Dreams,2006,R,100,36,0.0892,True
1257,DOA: Dead or Alive,2006,PG-13,87,34,0.3,True
1258,Rescue Dawn,2006,PG-13,120,91,5.3,True
1259,El cantante,2006,R,106,25,7.5,True
1260,Mini's First Time,2006,R,91,54,0.0218,True
1261,Skinwalkers,2006,R,110,14,1.0,True
1262,Come Early Morning,2006,R,97,83,0.0502,True
1263,Fay Grim,2006,R,118,44,0.0618,True
1264,Bella,2006,PG-13,91,44,7.9,True
1265,Southland Tales,2006,R,145,36,0.2,True
1266,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,R,100,57,0.5,True
1267,Penelope,2006,PG,104,53,9.8,True
1268,Bonneville,2006,PG,93,40,0.3,True
1269,Little Chenier,2006,R,120,60,0.0444,True
1270,The Fall,2006,R,117,59,2.1,True
1271,Civic Duty,2006,R,98,56,0.0549,True
1272,The Foot Fist Way,2006,R,85,54,0.2,True
1273,The Heart Specialist,2006,R,99,0,1.1,True
1274,Starting Out in the Evening,2007,PG-13,111,87,0.6,True
1275,Music Within,2007,R,94,33,0.1,True
1276,Code Name: The Cleaner,2007,PG-13,84,4,8.1,True
1277,Freedom Writers,2007,PG-13,123,69,36.5,True
1278,Primeval,2007,R,93,19,10.4,True
1279,Stomp the Yard,2007,PG-13,109,26,61.4,True
1280,The Hitcher,2007,R,84,21,16.2,True
1281,Blood and Chocolate,2007,PG-13,98,11,3.4,True
1282,Epic Movie,2007,PG-13,86,2,39.7,True
1283,Because I Said So,2007,PG-13,102,5,42.6,True
1284,The Messengers,2007,PG-13,90,12,35.4,True
1285,The Last Sin Eater,2007,PG-13,117,19,0.2,True
1286,Norbit,2007,PG-13,102,9,95.3,True
1287,Daddy's Little Girls,2007,PG-13,100,26,31.3,True
1288,Music and Lyrics,2007,PG-13,96,62,50.5,True
1289,Bridge to Terabithia,2007,PG,96,85,82.2,True
1290,Breach,2007,PG-13,110,84,33.0,True
1291,Ghost Rider,2007,PG-13,114,26,115.8,True
1292,The Number 23,2007,R,101,8,35.1,True
1293,Reno 911!: Miami,2007,R,84,35,20.3,True
1294,Wild Hogs,2007,PG-13,100,14,168.2,True
1295,Zodiac,2007,R,157,89,33.0,True
1296,Shoot Down,2007,PG-13,85,80,0.0514,True
1297,Dead Silence,2007,R,89,21,16.5,True
1298,Premonition,2007,PG-13,96,8,47.9,True
1299,Reign Over Me,2007,R,124,64,19.7,True
1300,Shooter,2007,R,124,48,47.0,True
1301,The Hills Have Eyes II,2007,R,89,11,20.8,True
1302,TMNT,2007,PG,87,34,54.1,True
1303,Pride,2007,PG,104,45,7.0,True
1304,The Last Mimzy,2007,PG,90,53,21.4,True
1305,Blades of Glory,2007,PG-13,93,69,118.2,True
1306,Meet the Robinsons,2007,G,95,66,97.7,True
1307,The Lookout,2007,R,99,87,4.5,True
1308,Are We Done Yet?,2007,PG,92,8,50.0,True
1309,Firehouse Dog,2007,PG,111,38,13.9,True
1310,The Reaping,2007,R,99,8,25.1,True
1311,Grindhouse,2007,R,191,83,24.9,True
1312,Redline,2007,PG-13,95,0,6.8,True
1313,Disturbia,2007,PG-13,105,68,80.1,True
1314,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,86,48,5.4,True
1315,My Name Is Bruce,2007,R,86,40,0.1,True
1316,Perfect Stranger,2007,R,109,11,23.7,True
1317,Pathfinder,2007,R,99,11,10.2,True
1318,Hot Fuzz,2007,R,121,91,23.6,True
1319,Fracture,2007,R,113,71,39.0,True
1320,Vacancy,2007,R,85,56,19.0,True
1321,In the Land of Women,2007,PG-13,97,43,11.0,True
1322,The Hammer,2007,R,88,80,0.3,True
1323,The Condemned,2007,R,113,15,7.3,True
1324,The Invisible,2007,PG-13,102,20,20.5,True
1325,Next,2007,PG-13,96,28,18.0,True
1326,Spider-Man 3,2007,PG-13,139,63,336.5,True
1327,Lucky You,2007,PG-13,124,29,5.7,True
1328,Interview,2007,R,84,57,0.3,True
1329,Delta Farce,2007,PG-13,90,5,8.1,True
1330,Georgia Rule,2007,R,113,17,18.9,True
1331,Year of the Dog,2007,PG-13,97,69,1.5,True
1332,Shrek the Third,2007,PG,93,40,320.7,True
1333,Pirates of the Caribbean: At World's End,2007,PG-13,169,45,309.4,True
1334,Waitress,2007,PG-13,108,89,18.7,True
1335,Mr. Brooks,2007,R,120,55,28.4,True
1336,Crazy Love,2007,PG-13,92,78,0.2,True
1337,Gracie,2007,PG-13,95,60,2.9,True
1338,Hostel: Part II,2007,R,94,44,17.5,True
1339,Ocean's Thirteen,2007,PG-13,122,70,117.1,True
1340,Surf's Up,2007,PG,85,78,58.9,True
1341,The Living Wake,2007,PG-13,91,50,0.0121,True
1342,Fantastic 4: Rise of the Silver Surfer,2007,PG,92,37,131.8,True
1343,Nancy Drew,2007,PG,99,49,25.5,True
1344,1408,2007,PG-13,104,79,71.9,True
1345,A Mighty Heart,2007,R,108,79,9.1,True
1346,Evan Almighty,2007,PG,96,23,100.3,True
1347,Live Free or Die Hard,2007,PG-13,128,82,134.5,True
1348,Ratatouille,2007,G,111,96,206.4,True
1349,Evening,2007,PG-13,117,27,12.4,True
1350,License to Wed,2007,PG-13,91,7,43.7,True
1351,Nanking,2007,R,88,96,0.0455,True
1352,Sicko,2007,PG-13,123,92,24.3,True
1353,Rise: Blood Hunter,2007,R,97,33,0.0594,True
1354,Harry Potter and the Order of the Phoenix,2007,PG-13,138,79,292.0,True
1355,You Kill Me,2007,R,93,78,2.3,True
1356,Captivity,2007,R,96,9,2.6,True
1357,Joshua,2007,R,106,62,0.4,True
1358,I Now Pronounce You Chuck & Larry,2007,PG-13,115,14,119.7,True
1359,Hairspray,2007,PG,117,91,118.8,True
1360,Who's Your Caddy?,2007,PG-13,93,6,5.5,True
1361,I Know Who Killed Me,2007,R,105,7,7.2,True
1362,The Simpsons Movie,2007,PG-13,87,90,183.0,True
1363,No Reservations,2007,PG,104,42,43.1,True
1364,Bratz,2007,PG,110,9,9.9,True
1365,Underdog,2007,PG,84,14,43.7,True
1366,Hot Rod,2007,PG-13,88,40,13.9,True
1367,Talk to Me,2007,R,118,82,4.4,True
1368,The Bourne Ultimatum,2007,PG-13,115,93,227.4,True
1369,Daddy Day Camp,2007,PG,93,1,13.2,True
1370,The Walker,2007,R,108,54,0.0432,True
1371,Rush Hour 3,2007,PG-13,91,18,140.1,True
1372,Stardust,2007,PG-13,127,76,38.2,True
1373,Superbad,2007,R,113,88,121.5,True
1374,Arctic Tale,2007,G,96,61,0.6,True
1375,The Invasion,2007,PG-13,99,19,15.0,True
1376,September Dawn,2007,R,111,13,1.1,True
1377,Resurrecting the Champ,2007,PG-13,112,60,2.9,True
1378,Illegal Tender,2007,R,108,15,3.1,True
1379,The Legend of God's Gun,2007,R,78,0,0.0772,True
1380,Balls of Fury,2007,PG-13,90,23,32.8,True
1381,Halloween,2007,R,109,25,58.2,True
1382,Death Sentence,2007,R,105,20,9.5,True
1383,Ladrón que roba a ladrón,2007,PG-13,98,66,4.0,True
1384,The Brothers Solomon,2007,R,93,15,0.9,True
1385,Shoot 'Em Up,2007,R,86,67,12.7,True
1386,3:10 to Yuma,2007,R,122,89,53.6,True
1387,Greetings from the Shore,2007,R,116,70,0.0405,True
1388,Mr. Woodcock,2007,PG-13,87,13,25.8,True
1389,The Brave One,2007,R,122,43,36.8,True
1390,The Hunting Party,2007,R,101,53,0.8,True
1391,Eastern Promises,2007,R,100,89,17.1,True
1392,Sydney White,2007,PG-13,108,37,11.7,True
1393,Resident Evil: Extinction,2007,R,94,22,50.6,True
1394,Good Luck Chuck,2007,R,96,5,35.0,True
1395,Feast of Love,2007,R,101,39,3.4,True
1396,In the Valley of Elah,2007,R,121,73,6.6,True
1397,Rocket Science,2007,R,101,84,0.6,True
1398,The Kingdom,2007,R,110,51,47.5,True
1399,The Game Plan,2007,PG,110,29,90.5,True
1400,Feel the Noise,2007,PG-13,86,12,5.9,True
1401,The Heartbreak Kid,2007,R,116,29,36.8,True
1402,Control,2007,R,122,87,0.8,True
1403,The Jane Austen Book Club,2007,PG-13,106,65,3.3,True
1404,The 11th Hour,2007,PG,95,67,0.6,True
1405,Elizabeth: The Golden Age,2007,PG-13,114,35,16.3,True
1406,The Final Season,2007,PG,119,26,1.0,True
1407,Michael Clayton,2007,R,119,90,49.0,True
1408,We Own the Night,2007,R,117,57,28.6,True
1409,Across the Universe,2007,PG-13,133,53,24.3,True
1410,Trade,2007,R,120,29,0.1,True
1411,Rendition,2007,R,122,47,9.7,True
1412,Sarah Landon and the Paranormal Hour,2007,PG,81,0,0.8,True
1413,Into the Wild,2007,R,148,82,18.2,True
1414,The Ten Commandments,2007,PG,88,14,0.8,True
1415,30 Days of Night,2007,R,113,51,39.6,True
1416,Gone Baby Gone,2007,R,114,94,20.3,True
1417,Things We Lost in the Fire,2007,R,118,65,3.2,True
1418,The Assassination of Jesse James by the Coward Robert Ford,2007,R,160,76,3.8,True
1419,The Comebacks,2007,PG-13,84,9,13.3,True
1420,Paranoid Park,2007,R,85,76,0.2,True
1421,The Darjeeling Limited,2007,R,91,68,11.7,True
1422,Dan in Real Life,2007,PG-13,98,64,47.6,True
1423,Saw IV,2007,R,93,17,63.3,True
1424,Youth Without Youth,2007,R,124,30,0.1,True
1425,Darfur Now,2007,PG,98,73,0.0639,True
1426,Lars and the Real Girl,2007,PG-13,106,81,5.8,True
1427,Bee Movie,2007,PG,91,51,126.6,True
1428,In the Shadow of the Moon,2007,PG,100,95,0.9,True
1429,Martian Child,2007,PG,106,33,7.5,True
1430,American Gangster,2007,R,157,80,130.1,True
1431,Lions for Lambs,2007,R,92,27,15.0,True
1432,P2,2007,R,98,35,4.0,True
1433,Fred Claus,2007,PG,116,21,72.0,True
1434,Mr. Magorium's Wonder Emporium,2007,G,93,37,31.9,True
1435,What Would Jesus Buy?,2007,PG,91,57,0.1,True
1436,Love in the Time of Cholera,2007,R,139,26,4.6,True
1437,Beowulf,2007,PG-13,115,71,82.2,True
1438,Redacted,2007,R,90,45,0.0256,True
1439,Enchanted,2007,PG,107,93,127.7,True
1440,No Country for Old Men,2007,R,122,93,74.2,True
1441,August Rush,2007,PG,114,37,31.5,True
1442,The Mist,2007,R,126,73,25.5,True
1443,This Christmas,2007,PG-13,117,56,49.1,True
1444,Sleuth,2007,R,86,36,0.2,True
1445,Awake,2007,R,84,23,14.3,True
1446,The Golden Compass,2007,PG-13,113,42,70.1,True
1447,I'm Not There.,2007,R,135,76,3.7,True
1448,Before the Devil Knows You're Dead,2007,R,117,88,7.0,True
1449,Noëlle,2007,PG,90,57,0.2,True
1450,The Perfect Holiday,2007,PG,96,16,5.8,True
1451,I Am Legend,2007,PG-13,101,70,256.3,True
1452,Alvin and the Chipmunks,2007,PG,92,27,217.2,True
1453,Margot at the Wedding,2007,R,91,52,1.9,True
1454,Charlie Wilson's War,2007,R,102,82,66.6,True
1455,Walk Hard: The Dewey Cox Story,2007,R,96,74,18.3,True
1456,National Treasure: Book of Secrets,2007,PG,124,35,219.9,True
1457,Sweeney Todd: The Demon Barber of Fleet Street,2007,R,116,86,52.8,True
1458,Juno,2007,PG-13,96,94,143.4,True
1459,Aliens vs. Predator: Requiem,2007,R,94,12,41.7,True
1460,In the Name of the King: A Dungeon Siege Tale,2007,PG-13,127,4,4.5,True
1461,The Kite Runner,2007,PG-13,128,66,15.7,True
1462,The Bucket List,2007,PG-13,97,41,93.5,True
1463,Atonement,2007,R,123,83,50.8,True
1464,Cassandra's Dream,2007,PG-13,108,46,0.9,True
1465,How She Move,2007,PG-13,94,66,7.0,True
1466,There Will Be Blood,2007,R,158,91,40.1,True
1467,The Savages,2007,R,113,89,6.4,True
1468,The Diving Bell and the Butterfly,2007,PG-13,112,94,5.9,True
1469,Diary of the Dead,2007,R,95,62,0.7,True
1470,Charlie Bartlett,2007,R,97,56,3.7,True
1471,Persepolis,2007,PG-13,96,96,4.3,True
1472,U2 3D,2007,G,85,93,10.4,True
1473,The King of Kong: A Fistful of Quarters,2007,PG-13,79,97,0.5,True
1474,The Band's Visit,2007,PG-13,87,98,3.0,True
1475,"Run, Fatboy, Run",2007,PG-13,100,48,5.9,True
1476,Married Life,2007,PG-13,91,55,1.2,True
1477,Teeth,2007,R,94,79,0.2,True
1478,Funny Games,2007,R,111,52,1.0,True
1479,Under the Same Moon,2007,PG-13,106,73,12.5,True
1480,88 Minutes,2007,R,108,5,16.9,True
1481,Then She Found Me,2007,R,100,50,3.7,True
1482,Surfwise,2007,R,93,98,0.2,True
1483,The Visitor,2007,PG-13,104,89,9.2,True
1484,Trumbo,2007,PG-13,96,82,0.0281,True
1485,Broken English,2007,PG-13,93,64,0.8,True
1486,Encounters at the End of the World,2007,G,99,94,0.7,True
1487,The Ten,2007,R,96,37,0.5,True
1488,The Life Before Her Eyes,2007,R,90,24,0.2,True
1489,Snow Angels,2007,R,107,68,0.3,True
1490,Towelhead,2007,R,124,49,0.3,True
1491,Tortilla Heaven,2007,PG-13,98,25,0.0735,True
1492,Nobel Son,2007,R,110,25,0.3,True
1493,Everybody Wants to Be Italian,2007,R,105,9,0.3,True
1494,Earth,2007,G,90,87,32.0,True
1495,Battle for Terra,2007,PG,85,48,1.6,True
1496,Brooklyn Rules,2007,R,99,45,0.2,True
1497,Paranormal Activity,2007,R,86,83,107.9,True
1498,One Missed Call,2008,PG-13,87,0,26.8,True
1499,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,G,85,39,12.7,True
1500,Mad Money,2008,PG-13,104,22,20.5,True
1501,27 Dresses,2008,PG-13,111,41,76.8,True
1502,Cloverfield,2008,PG-13,85,77,80.0,True
1503,Bigger Stronger Faster*,2008,PG-13,105,96,0.2,True
1504,The Mysteries of Pittsburgh,2008,R,95,12,0.0328,True
1505,Untraceable,2008,R,101,16,28.7,True
1506,Meet the Spartans,2008,PG-13,86,2,38.2,True
1507,Rambo,2008,R,92,37,42.7,True
1508,Over Her Dead Body,2008,PG-13,95,15,7.5,True
1509,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,G,74,72,65.1,True
1510,The Eye,2008,PG-13,98,22,31.4,True
1511,Strange Wilderness,2008,R,87,2,6.5,True
1512,Fool's Gold,2008,PG-13,112,11,70.2,True
1513,"Welcome Home, Roscoe Jenkins",2008,PG-13,114,22,42.2,True
1514,Jumper,2008,PG-13,88,16,80.1,True
1515,Step Up 2: The Streets,2008,PG-13,98,27,58.0,True
1516,The Spiderwick Chronicles,2008,PG,96,80,71.1,True
1517,"Definitely, Maybe",2008,PG-13,112,71,32.0,True
1518,Witless Protection,2008,PG-13,97,4,4.1,True
1519,Be Kind Rewind,2008,PG-13,102,66,11.0,True
1520,Vantage Point,2008,PG-13,90,35,72.3,True
1521,Semi-Pro,2008,R,91,21,33.4,True
1522,In Bruges,2008,R,107,84,7.6,True
1523,The Other Boleyn Girl,2008,PG-13,115,42,26.8,True
1524,"10,000 BC",2008,PG-13,109,8,94.8,True
1525,Miss Pettigrew Lives for a Day,2008,PG-13,92,77,12.3,True
1526,College Road Trip,2008,G,83,13,45.6,True
1527,The Bank Job,2008,R,111,79,30.0,True
1528,Never Back Down,2008,PG-13,110,22,24.8,True
1529,Doomsday,2008,R,105,50,11.0,True
1530,Horton Hears a Who!,2008,G,86,79,154.4,True
1531,Meet the Browns,2008,PG-13,100,32,41.9,True
1532,Shutter,2008,PG-13,85,7,25.9,True
1533,Drillbit Taylor,2008,PG-13,110,25,32.9,True
1534,Stop-Loss,2008,R,112,65,10.8,True
1535,21,2008,PG-13,123,36,81.2,True
1536,Superhero Movie,2008,PG-13,75,16,25.8,True
1537,Nim's Island,2008,PG,96,51,47.9,True
1538,Shine a Light,2008,PG-13,122,87,5.4,True
1539,Leatherheads,2008,PG-13,114,52,31.2,True
1540,The Ruins,2008,R,90,48,17.4,True
1541,Street Kings,2008,R,109,36,26.4,True
1542,Prom Night,2008,PG-13,88,8,43.8,True
1543,Smart People,2008,R,95,49,9.5,True
1544,Forgetting Sarah Marshall,2008,R,111,85,62.9,True
1545,Expelled: No Intelligence Allowed,2008,PG,90,11,7.5,True
1546,The Forbidden Kingdom,2008,PG-13,104,64,51.9,True
1547,Deception,2008,R,107,14,4.6,True
1548,Harold & Kumar Escape from Guantanamo Bay,2008,R,104,53,38.1,True
1549,Baby Mama,2008,PG-13,99,64,60.3,True
1550,Iron Man,2008,PG-13,126,94,318.3,True
1551,Made of Honor,2008,PG-13,101,14,46.0,True
1552,Speed Racer,2008,PG,135,39,43.9,True
1553,What Happens in Vegas,2008,PG-13,99,27,80.2,True
1554,Where in the World Is Osama Bin Laden?,2008,PG-13,90,38,0.3,True
1555,Redbelt,2008,R,99,68,2.3,True
1556,The Chronicles of Narnia: Prince Caspian,2008,PG,150,67,141.6,True
1557,Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,122,78,317.0,True
1558,Sex and the City,2008,R,145,49,152.6,True
1559,The Strangers,2008,R,86,45,52.5,True
1560,Kung Fu Panda,2008,PG,92,87,215.4,True
1561,You Don't Mess with the Zohan,2008,PG-13,113,38,100.0,True
1562,Waltz with Bashir,2008,R,90,96,2.1,True
1563,The Children of Huang Shi,2008,R,125,30,0.7,True
1564,The Promotion,2008,R,86,53,0.4,True
1565,The Happening,2008,R,91,17,64.5,True
1566,The Incredible Hulk,2008,PG-13,112,67,134.5,True
1567,"War, Inc.",2008,R,107,30,0.5,True
1568,The Love Guru,2008,PG-13,87,14,32.2,True
1569,Get Smart,2008,PG-13,110,51,130.2,True
1570,Wanted,2008,R,110,72,134.3,True
1571,WALL·E,2008,G,98,96,223.7,True
1572,Kit Kittredge: An American Girl,2008,G,101,79,17.5,True
1573,Hancock,2008,PG-13,92,41,227.9,True
1574,CSNY/Déjà Vu,2008,R,96,68,0.0329,True
1575,Journey to the Center of the Earth,2008,PG,93,61,101.7,True
1576,Hellboy II: The Golden Army,2008,PG-13,120,86,75.8,True
1577,Meet Dave,2008,PG,90,20,11.6,True
1578,Outlander,2008,R,115,37,0.0596,True
1579,Fireflies in the Garden,2008,R,120,20,0.0369,True
1580,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,R,120,86,1.0,True
1581,The Dark Knight,2008,PG-13,152,94,533.3,True
1582,Mamma Mia!,2008,PG-13,108,54,143.7,True
1583,Space Chimps,2008,G,81,34,29.9,True
1584,Step Brothers,2008,R,98,55,100.5,True
1585,The X Files: I Want to Believe,2008,PG-13,104,31,20.8,True
1586,The Wackness,2008,R,99,69,2.0,True
1587,Swing Vote,2008,PG-13,120,38,16.2,True
1588,The Mummy: Tomb of the Dragon Emperor,2008,PG-13,112,13,101.6,True
1589,The Sisterhood of the Traveling Pants 2,2008,PG-13,117,65,44.0,True
1590,The Midnight Meat Train,2008,R,100,71,0.0344,True
1591,Beer for My Horses,2008,PG-13,86,0,0.6,True
1592,Tropic Thunder,2008,R,107,83,110.4,True
1593,Star Wars: The Clone Wars,2008,PG,98,18,35.1,True
1594,Mirrors,2008,R,110,14,30.6,True
1595,Vicky Cristina Barcelona,2008,PG-13,96,81,23.2,True
1596,American Teen,2008,PG-13,95,69,0.8,True
1597,Henry Poole Is Here,2008,PG,99,39,1.7,True
1598,The Rocker,2008,PG-13,102,41,6.3,True
1599,The Longshots,2008,PG,94,41,11.4,True
1600,Death Race,2008,R,105,43,36.1,True
1601,The House Bunny,2008,PG-13,97,42,48.2,True
1602,Traitor,2008,PG-13,114,64,23.5,True
1603,Hamlet 2,2008,R,92,62,4.8,True
1604,College,2008,R,94,5,4.6,True
1605,Elegy,2008,R,112,75,3.5,True
1606,Man on Wire,2008,PG-13,94,100,2.6,True
1607,Fly Me to the Moon 3D,2008,G,84,19,13.6,True
1608,Disaster Movie,2008,PG-13,87,1,14.2,True
1609,Bottle Shock,2008,PG-13,110,48,3.9,True
1610,Frozen River,2008,R,97,88,2.1,True
1611,Bangkok Dangerous,2008,R,99,9,15.2,True
1612,The Women,2008,PG-13,114,13,26.8,True
1613,The Family That Preys,2008,PG-13,111,51,37.0,True
1614,Righteous Kill,2008,R,101,19,40.0,True
1615,Burn After Reading,2008,R,96,78,60.3,True
1616,Igor,2008,PG,87,36,19.4,True
1617,My Best Friend's Girl,2008,R,101,14,19.2,True
1618,Ghost Town,2008,PG-13,102,85,13.2,True
1619,Lakeview Terrace,2008,PG-13,110,45,39.3,True
1620,Eagle Eye,2008,PG-13,118,26,101.1,True
1621,Fireproof,2008,PG,122,40,33.5,True
1622,Nights in Rodanthe,2008,PG-13,97,30,41.8,True
1623,Choke,2008,R,92,54,2.8,True
1624,Forever Strong,2008,PG-13,112,29,0.5,True
1625,Miracle at St. Anna,2008,R,160,34,7.8,True
1626,The Lucky Ones,2008,R,115,37,0.2,True
1627,Appaloosa,2008,R,115,77,20.2,True
1628,Flash of Genius,2008,PG-13,119,59,4.2,True
1629,Beverly Hills Chihuahua,2008,PG,91,41,94.5,True
1630,Religulous,2008,R,101,70,13.0,True
1631,An American Carol,2008,PG-13,83,11,7.0,True
1632,Nick and Norah's Infinite Playlist,2008,PG-13,90,74,31.5,True
1633,The Duchess,2008,PG-13,110,61,13.8,True
1634,Quarantine,2008,R,89,58,31.7,True
1635,The Express,2008,PG,130,61,9.6,True
1636,Body of Lies,2008,R,128,54,39.4,True
1637,City of Ember,2008,PG,90,53,7.8,True
1638,Billy: The Early Years,2008,PG,98,0,0.3,True
1639,The Secret Life of Bees,2008,PG-13,114,58,37.7,True
1640,W.,2008,PG-13,129,59,25.5,True
1641,Sex Drive,2008,R,109,45,8.4,True
1642,Max Payne,2008,PG-13,100,16,40.6,True
1643,Passengers,2008,PG-13,93,20,0.3,True
1644,Noah's Arc: Jumping the Broom,2008,R,101,50,0.4,True
1645,Pride and Glory,2008,R,130,35,15.7,True
1646,Roadside Romeo,2008,PG,93,0,0.0418,True
1647,Saw V,2008,R,92,12,56.7,True
1648,High School Musical 3: Senior Year,2008,G,112,65,90.5,True
1649,Changeling,2008,R,141,62,35.7,True
1650,RocknRolla,2008,R,114,59,5.7,True
1651,What Just Happened,2008,R,104,51,1.0,True
1652,The Haunting of Molly Hartley,2008,PG-13,82,3,13.4,True
1653,Zack and Miri Make a Porno,2008,R,101,65,31.4,True
1654,Role Models,2008,R,99,78,67.3,True
1655,House,2008,R,88,0,0.5,True
1656,Rachel Getting Married,2008,R,113,85,12.7,True
1657,Soul Men,2008,R,100,45,12.0,True
1658,Madagascar: Escape 2 Africa,2008,PG,89,64,180.0,True
1659,Quantum of Solace,2008,PG-13,106,65,168.4,True
1660,I.O.U.S.A.,2008,PG,85,88,0.6,True
1661,"Synecdoche, New York",2008,R,124,68,3.0,True
1662,Twilight,2008,PG-13,122,48,191.4,True
1663,Bolt,2008,PG,96,89,114.1,True
1664,Four Christmases,2008,PG-13,88,25,120.1,True
1665,The Boy in the Striped Pajamas,2008,PG-13,94,63,9.0,True
1666,Transporter 3,2008,PG-13,104,37,31.3,True
1667,Australia,2008,PG-13,165,55,49.4,True
1668,Punisher: War Zone,2008,R,103,27,7.9,True
1669,Cadillac Records,2008,R,109,67,8.1,True
1670,Sleep Dealer,2008,PG-13,90,69,0.035,True
1671,The Day the Earth Stood Still,2008,PG-13,104,21,79.1,True
1672,Nothing Like the Holidays,2008,PG-13,98,52,7.5,True
1673,Delgo,2008,PG,94,12,0.5,True
1674,Seven Pounds,2008,PG-13,123,27,70.0,True
1675,The Tale of Despereaux,2008,G,93,56,50.8,True
1676,Yes Man,2008,PG-13,104,46,97.6,True
1677,Free Style,2008,PG,94,29,0.0978,True
1678,Bedtime Stories,2008,PG,99,25,110.0,True
1679,The Curious Case of Benjamin Button,2008,PG-13,166,73,127.5,True
1680,Slumdog Millionaire,2008,R,120,92,141.2,True
1681,The Spirit,2008,PG-13,103,14,19.8,True
1682,Valkyrie,2008,PG-13,121,62,83.0,True
1683,Doubt,2008,PG-13,104,78,33.4,True
1684,Marley & Me,2008,PG,115,63,143.1,True
1685,Gran Torino,2008,R,116,79,148.1,True
1686,Last Chance Harvey,2008,PG-13,93,70,14.8,True
1687,Defiance,2008,R,137,57,28.6,True
1688,Hell Ride,2008,R,84,10,0.2,True
1689,Frost/Nixon,2008,R,122,92,18.6,True
1690,Inkheart,2008,PG,106,38,17.3,True
1691,Revolutionary Road,2008,R,119,67,22.9,True
1692,The Reader,2008,R,124,61,34.1,True
1693,Milk,2008,R,128,94,31.7,True
1694,The Wrestler,2008,R,109,98,26.1,True
1695,The Other End of the Line,2008,PG-13,106,37,0.0591,True
1696,Wendy and Lucy,2008,R,80,85,0.7,True
1697,Morning Light,2008,PG,97,33,0.1,True
1698,Two Lovers,2008,R,110,82,3.0,True
1699,The Great Buck Howard,2008,PG,90,72,0.6,True
1700,Sunshine Cleaning,2008,R,91,72,12.0,True
1701,American Violet,2008,PG-13,103,74,0.5,True
1702,Sugar,2008,R,114,92,1.0,True
1703,Valentino: The Last Emperor,2008,PG-13,96,77,1.6,True
1704,Management,2008,R,94,46,0.8,True
1705,Rudo y Cursi,2008,R,103,73,1.7,True
1706,Tyson,2008,R,90,85,0.8,True
1707,Soul Power,2008,PG-13,92,85,0.0239,True
1708,Every Little Step,2008,PG-13,96,92,1.5,True
1709,The Brothers Bloom,2008,PG-13,114,66,3.5,True
1710,The Hurt Locker,2008,R,131,98,15.7,True
1711,"Food, Inc.",2008,PG,94,96,4.2,True
1712,Goodbye Solo,2008,R,91,94,0.8,True
1713,It Might Get Loud,2008,PG,98,80,1.2,True
1714,The Secrets of Jonathan Sperry,2008,PG,96,0,1.1,True
1715,The Stoning of Soraya M.,2008,R,114,57,0.5,True
1716,The Loss of a Teardrop Diamond,2008,PG-13,102,26,0.0945,True
1717,More Than a Game,2008,PG,105,71,0.9,True
1718,"New York, I Love You",2008,R,103,36,1.6,True
1719,The Burning Plain,2008,R,107,35,0.0587,True
1720,The Yellow Handkerchief,2008,PG-13,102,67,0.2,True
1721,The Merry Gentleman,2008,R,110,63,0.3,True
1722,Me and Orson Welles,2008,PG-13,114,85,1.1,True
1723,"Lovely, Still",2008,PG,92,71,0.1,True
1724,Youssou Ndour: I Bring What I Love,2008,PG,102,83,0.0326,True
1725,Finding Amanda,2008,R,96,40,0.0313,True
1726,The Wrecking Crew,2008,PG,101,92,0.8,True
1727,Street Dreams,2009,R,88,0,0.0849,True
1728,Alien Trespass,2009,PG,90,35,0.0434,True
1729,The Unborn,2009,PG-13,88,10,42.6,True
1730,Bride Wars,2009,PG,89,10,58.6,True
1731,Not Easily Broken,2009,PG-13,99,33,10.6,True
1732,My Bloody Valentine,2009,R,101,57,51.5,True
1733,Paul Blart: Mall Cop,2009,PG,91,33,146.3,True
1734,Chandni Chowk to China,2009,PG-13,154,44,0.9,True
1735,Hotel for Dogs,2009,PG,100,45,73.0,True
1736,Notorious,2009,R,122,51,36.7,True
1737,The Slammin' Salmon,2009,R,90,35,0.0262,True
1738,La mission,2009,R,117,48,1.1,True
1739,Underworld: Rise of the Lycans,2009,R,92,29,45.8,True
